Año,Semana,Eventos o daños,Departamento,Distrito,Provincia,Ubigeo,Casos
2020,43,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,2
2021,41,Dengue,MOQUEGUA,MOQUEGUA,MARISCAL NIETO,180101,
2021,42,Dengue,MOQUEGUA,MOQUEGUA,MARISCAL NIETO,180101,
2020,1,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,53,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,2
2020,47,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,7
2021,41,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,41,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,41,Dengue,LIMA,ATE,LIMA,150103,
2021,41,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,42,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,42,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,42,Dengue,LIMA,ATE,LIMA,150103,
2021,42,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,43,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2019,1,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,1,Dengue,LIMA,LIMA,LIMA,150101,0
2020,1,Dengue,LIMA,ATE,LIMA,150103,0
2020,1,Dengue,LIMA,CARABAYLLO,LIMA,150106,0
2020,1,Dengue,LIMA,CHORRILLOS,LIMA,150108,0
2020,1,Dengue,LIMA,COMAS,LIMA,150110,0
2020,1,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,0
2020,1,Dengue,LIMA,LA VICTORIA,LIMA,150115,0
2020,1,Dengue,LIMA,LOS OLIVOS,LIMA,150117,0
2020,1,Dengue,LIMA,LURIGANCHO,LIMA,150118,0
2020,1,Dengue,LIMA,PUEBLO LIBRE,LIMA,150121,0
2021,41,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,41,Dengue,ICA,LLIPATA,PALPA,110402,
2021,42,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,42,Dengue,ICA,LLIPATA,PALPA,110402,
2021,43,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,43,Dengue,ICA,LLIPATA,PALPA,110402,
2021,44,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,41,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,
2021,41,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,41,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,42,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,42,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,43,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,43,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,41,Dengue,LIMA,LIMA,LIMA,150101,
2021,41,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,42,Dengue,LIMA,LIMA,LIMA,150101,
2021,42,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,43,Dengue,LIMA,LIMA,LIMA,150101,
2021,43,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,44,Dengue,LIMA,LIMA,LIMA,150101,
2021,44,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2020,45,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,5
2020,49,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,11
2020,50,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,10
2020,46,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,9
2021,41,Dengue,ICA,ALTO LARAN,CHINCHA,110202,
2021,41,Dengue,ICA,CHANGUILLO,NASCA,110302,
2021,41,Dengue,ICA,RIO GRANDE,PALPA,110403,
2021,41,Dengue,ICA,TATE,ICA,110113,
2021,41,Dengue,ICA,OCUCAJE,ICA,110104,
2021,41,Dengue,ICA,SUNAMPE,CHINCHA,110210,
2021,3,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2021,41,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,43,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,43,Dengue,LIMA,ATE,LIMA,150103,
2021,43,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,44,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,44,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,44,Dengue,LIMA,ATE,LIMA,150103,
2021,44,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,45,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,45,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,45,Dengue,LIMA,ATE,LIMA,150103,
2021,45,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,46,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,46,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2021,46,Dengue,LIMA,ATE,LIMA,150103,
2021,46,Dengue,LIMA,CARABAYLLO,LIMA,150106,
2021,47,Dengue,LIMA,INDEPENDENCIA,LIMA,150112,
2021,47,Dengue,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,150143,
2020,15,Dengue,ICA,SALAS,ICA,110108,27
2020,15,Dengue,ICA,PARCONA,ICA,110106,82
2020,17,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,28
2020,19,Dengue,ICA,SAN CLEMENTE,PISCO,110507,50
2020,17,Dengue,LA LIBERTAD,CHOCOPE,ASCOPE,130203,15
2020,8,Dengue,LAMBAYEQUE,ILLIMO,LAMBAYEQUE,140303,13
2020,14,Dengue,LAMBAYEQUE,MOCHUMI,LAMBAYEQUE,140305,17
2020,15,Dengue,LAMBAYEQUE,CAYALTI,CHICLAYO,140116,18
2020,16,Dengue,LAMBAYEQUE,CAYALTI,CHICLAYO,140116,19
2020,9,Dengue,ICA,SUBTANJALLA,ICA,110112,63
2021,44,Dengue,ICA,LLIPATA,PALPA,110402,
2021,45,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,45,Dengue,ICA,LLIPATA,PALPA,110402,
2021,46,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,46,Dengue,ICA,LLIPATA,PALPA,110402,
2021,47,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,47,Dengue,ICA,LLIPATA,PALPA,110402,
2021,48,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,48,Dengue,ICA,LLIPATA,PALPA,110402,
2021,49,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,49,Dengue,ICA,LLIPATA,PALPA,110402,
2021,50,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,50,Dengue,ICA,LLIPATA,PALPA,110402,
2021,51,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,41,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,41,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,41,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,41,Dengue,ICA,EL INGENIO,NASCA,110303,
2021,41,Dengue,ICA,SAN CLEMENTE,PISCO,110507,
2021,42,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,42,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,42,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,42,Dengue,ICA,EL INGENIO,NASCA,110303,
2020,2,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,3,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2021,41,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,41,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,42,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,42,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,44,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,44,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,45,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,45,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,46,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,46,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,47,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,47,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,48,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,48,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,49,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,49,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,50,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,41,Dengue,ICA,PALPA,PALPA,110401,
2021,41,Dengue,ICA,SAN ANDRES,PISCO,110506,
2021,41,Dengue,ICA,SANTIAGO,ICA,110111,
2021,41,Dengue,ICA,LA TINGUIÑA,ICA,110102,
2021,41,Dengue,ICA,PISCO,PISCO,110501,
2021,41,Dengue,ICA,ICA,ICA,110101,
2021,42,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,43,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,44,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,51,Dengue,ICA,LLIPATA,PALPA,110402,
2021,52,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,52,Dengue,ICA,LLIPATA,PALPA,110402,
2021,53,Dengue,ICA,SANTA CRUZ,PALPA,110404,
2021,53,Dengue,ICA,LLIPATA,PALPA,110402,
2021,41,Dengue,ICA,PARACAS,PISCO,110505,
2021,42,Dengue,ICA,PARACAS,PISCO,110505,
2021,43,Dengue,ICA,PARACAS,PISCO,110505,
2021,44,Dengue,ICA,PARACAS,PISCO,110505,
2021,45,Dengue,ICA,PARACAS,PISCO,110505,
2021,46,Dengue,ICA,PARACAS,PISCO,110505,
2021,47,Dengue,ICA,PARACAS,PISCO,110505,
2021,43,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,43,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,44,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,44,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,45,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,45,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,46,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,46,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,47,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,41,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,41,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,41,Dengue,ICA,HUMAY,PISCO,110503,
2021,41,Dengue,ICA,INDEPENDENCIA,PISCO,110504,
2021,42,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,42,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,42,Dengue,ICA,HUMAY,PISCO,110503,
2020,4,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,5,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,6,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,7,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2017,38,Dengue,PASCO,PALCAZU,OXAPAMPA,190304,0
2017,38,Dengue,PASCO,POZUZO,OXAPAMPA,190305,0
2021,42,Dengue,ICA,SAN CLEMENTE,PISCO,110507,
2021,43,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,43,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,43,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,43,Dengue,ICA,EL INGENIO,NASCA,110303,
2021,43,Dengue,ICA,SAN CLEMENTE,PISCO,110507,
2021,44,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,44,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,44,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,44,Dengue,ICA,EL INGENIO,NASCA,110303,
2021,44,Dengue,ICA,SAN CLEMENTE,PISCO,110507,
2021,45,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,45,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,45,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,45,Dengue,ICA,EL INGENIO,NASCA,110303,
2021,45,Dengue,ICA,SAN CLEMENTE,PISCO,110507,
2021,46,Dengue,ICA,PACHACUTEC,ICA,110105,
2021,46,Dengue,ICA,PUEBLO NUEVO,ICA,110107,
2021,46,Dengue,ICA,LOS AQUIJES,ICA,110103,
2021,41,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,42,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,43,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,44,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,45,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,45,Dengue,LIMA,LIMA,LIMA,150101,
2021,45,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,46,Dengue,LIMA,LIMA,LIMA,150101,
2021,46,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,47,Dengue,LIMA,LIMA,LIMA,150101,
2021,47,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,48,Dengue,LIMA,LIMA,LIMA,150101,
2021,48,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,49,Dengue,LIMA,LIMA,LIMA,150101,
2021,49,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,50,Dengue,LIMA,LIMA,LIMA,150101,
2021,50,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,51,Dengue,LIMA,LIMA,LIMA,150101,
2021,51,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,52,Dengue,LIMA,LIMA,LIMA,150101,
2021,52,Dengue,LIMA,PUENTE PIEDRA,LIMA,150125,
2021,53,Dengue,LIMA,LIMA,LIMA,150101,
2021,42,Dengue,ICA,PALPA,PALPA,110401,
2021,42,Dengue,ICA,SAN ANDRES,PISCO,110506,
2021,42,Dengue,ICA,SANTIAGO,ICA,110111,
2021,42,Dengue,ICA,LA TINGUIÑA,ICA,110102,
2021,42,Dengue,ICA,PISCO,PISCO,110501,
2021,42,Dengue,ICA,ICA,ICA,110101,
2021,43,Dengue,ICA,PALPA,PALPA,110401,
2021,43,Dengue,ICA,SAN ANDRES,PISCO,110506,
2021,43,Dengue,ICA,SANTIAGO,ICA,110111,
2021,43,Dengue,ICA,LA TINGUIÑA,ICA,110102,
2021,43,Dengue,ICA,PISCO,PISCO,110501,
2021,43,Dengue,ICA,ICA,ICA,110101,
2021,44,Dengue,ICA,PALPA,PALPA,110401,
2021,44,Dengue,ICA,SAN ANDRES,PISCO,110506,
2019,7,Dengue,LA LIBERTAD,CASA GRANDE,ASCOPE,130208,0
2019,8,Dengue,LA LIBERTAD,CASA GRANDE,ASCOPE,130208,0
2019,9,Dengue,LA LIBERTAD,LAREDO,TRUJILLO,130106,0
2019,9,Dengue,LA LIBERTAD,CASA GRANDE,ASCOPE,130208,0
2021,41,Dengue,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,140307,
2021,41,Dengue,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,140304,
2021,42,Dengue,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,140307,
2021,42,Dengue,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,140304,
2017,38,Dengue,PASCO,PUERTO BERMUDEZ,OXAPAMPA,190306,0
2017,38,Dengue,PASCO,VILLA RICA,OXAPAMPA,190307,0
2017,39,Dengue,PASCO,PALCAZU,OXAPAMPA,190304,0
2017,39,Dengue,PASCO,POZUZO,OXAPAMPA,190305,0
2021,50,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,51,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,51,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,52,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,52,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,53,Dengue,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,130403,
2021,53,Dengue,LA LIBERTAD,SAN JOSE,PACASMAYO,130705,
2021,41,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,41,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,41,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,42,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,42,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,42,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,43,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,43,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,43,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,44,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,44,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,44,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,45,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,45,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,45,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,46,Dengue,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,130701,
2021,46,Dengue,LA LIBERTAD,PACASMAYO,PACASMAYO,130704,
2021,46,Dengue,LA LIBERTAD,GUADALUPITO,VIRU,131203,
2021,42,Dengue,ICA,INDEPENDENCIA,PISCO,110504,
2021,43,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,43,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,43,Dengue,ICA,HUMAY,PISCO,110503,
2021,43,Dengue,ICA,INDEPENDENCIA,PISCO,110504,
2021,44,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,44,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,44,Dengue,ICA,HUMAY,PISCO,110503,
2021,44,Dengue,ICA,INDEPENDENCIA,PISCO,110504,
2021,45,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,45,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,45,Dengue,ICA,HUMAY,PISCO,110503,
2021,45,Dengue,ICA,INDEPENDENCIA,PISCO,110504,
2021,46,Dengue,ICA,SAN JUAN BAUTISTA,ICA,110110,
2021,46,Dengue,ICA,PUEBLO NUEVO,CHINCHA,110207,
2021,41,Dengue,ICA,SALAS,ICA,110108,
2021,41,Dengue,ICA,SUBTANJALLA,ICA,110112,
2021,41,Dengue,ICA,PARCONA,ICA,110106,
2021,42,Dengue,ICA,ALTO LARAN,CHINCHA,110202,
2021,42,Dengue,ICA,CHANGUILLO,NASCA,110302,
2021,42,Dengue,ICA,RIO GRANDE,PALPA,110403,
2021,42,Dengue,ICA,TATE,ICA,110113,
2021,42,Dengue,ICA,OCUCAJE,ICA,110104,
2021,42,Dengue,ICA,SUNAMPE,CHINCHA,110210,
2021,42,Dengue,ICA,SALAS,ICA,110108,
2021,42,Dengue,ICA,SUBTANJALLA,ICA,110112,
2021,42,Dengue,ICA,PARCONA,ICA,110106,
2021,43,Dengue,ICA,ALTO LARAN,CHINCHA,110202,
2021,43,Dengue,ICA,CHANGUILLO,NASCA,110302,
2020,51,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,10
2020,48,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,18
2020,4,Dengue,PIURA,LALAQUIZ,HUANCABAMBA,200305,0
2020,4,Dengue,PIURA,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,200306,0
2020,4,Dengue,PIURA,CHULUCANAS,MORROPON,200401,0
2020,4,Dengue,PIURA,BUENOS AIRES,MORROPON,200402,0
2020,4,Dengue,PIURA,LA MATANZA,MORROPON,200404,0
2020,4,Dengue,PIURA,MORROPON,MORROPON,200405,0
2020,4,Dengue,PIURA,SALITRAL,MORROPON,200406,0
2020,4,Dengue,PIURA,SAN JUAN DE BIGOTE,MORROPON,200407,0
2020,4,Dengue,PIURA,SANTA CATALINA DE MOSSA,MORROPON,200408,0
2020,4,Dengue,PIURA,SANTO DOMINGO,MORROPON,200409,0
2020,4,Dengue,PIURA,YAMANGO,MORROPON,200410,0
2020,4,Dengue,PIURA,PAITA,PAITA,200501,0
2020,4,Dengue,PIURA,AMOTAPE,PAITA,200502,0
2020,4,Dengue,PIURA,ARENAL,PAITA,200503,0
2020,4,Dengue,PIURA,COLAN,PAITA,200504,0
2020,4,Dengue,PIURA,LA HUACA,PAITA,200505,0
2020,4,Dengue,PIURA,TAMARINDO,PAITA,200506,0
2020,4,Dengue,PIURA,VICHAYAL,PAITA,200507,0
2020,4,Dengue,PIURA,IGNACIO ESCUDERO,SULLANA,200603,0
2020,4,Dengue,PIURA,LANCONES,SULLANA,200604,0
2020,4,Dengue,PIURA,MARCAVELICA,SULLANA,200605,0
2020,4,Dengue,PIURA,MIGUEL CHECA,SULLANA,200606,0
2020,4,Dengue,PIURA,QUERECOTILLO,SULLANA,200607,0
2020,4,Dengue,PIURA,SALITRAL,SULLANA,200608,0
2020,4,Dengue,PIURA,PARIÑAS,TALARA,200701,0
2020,4,Dengue,PIURA,EL ALTO,TALARA,200702,0
2020,4,Dengue,PIURA,LA BREA,TALARA,200703,0
2020,4,Dengue,PIURA,LOBITOS,TALARA,200704,0
2020,4,Dengue,PIURA,MANCORA,TALARA,200706,0
2020,4,Dengue,PIURA,SECHURA,SECHURA,200801,0
2020,4,Dengue,PIURA,BELLAVISTA DE LA UNION,SECHURA,200802,0
2020,4,Dengue,PIURA,BERNAL,SECHURA,200803,0
2020,4,Dengue,PIURA,CRISTO NOS VALGA,SECHURA,200804,0
2020,4,Dengue,PIURA,VICE,SECHURA,200805,0
2020,4,Dengue,PIURA,RINCONADA LLICUAR,SECHURA,200806,0
2020,5,Dengue,PIURA,PIURA,PIURA,200101,0
2021,45,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,46,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,47,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,48,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,49,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,50,Dengue,PIURA,LANCONES,SULLANA,200604,
2021,51,Dengue,PIURA,LANCONES,SULLANA,200604,
2019,2,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2019,3,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2021,46,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,47,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,48,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,49,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,50,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,51,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,52,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,53,Dengue,LA LIBERTAD,HUANCHACO,TRUJILLO,130104,
2021,41,Dengue,PIURA,LAS LOMAS,PIURA,200111,
2021,41,Dengue,PIURA,SALITRAL,SULLANA,200608,
2020,10,Dengue,ICA,SUBTANJALLA,ICA,110112,87
2020,12,Dengue,ICA,ICA,ICA,110101,141
2020,13,Dengue,ICA,OCUCAJE,ICA,110104,12
2020,13,Dengue,ICA,ICA,ICA,110101,164
2020,16,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,29
2020,16,Dengue,ICA,PARCONA,ICA,110106,118
2020,18,Dengue,ICA,LA TINGUIÑA,ICA,110102,79
2020,19,Dengue,ICA,PUEBLO NUEVO,ICA,110107,10
2020,19,Dengue,ICA,LA TINGUIÑA,ICA,110102,81
2020,20,Dengue,ICA,PUEBLO NUEVO,ICA,110107,13
2020,20,Dengue,ICA,LOS AQUIJES,ICA,110103,40
2020,21,Dengue,ICA,PUEBLO NUEVO,ICA,110107,11
2020,6,Dengue,LAMBAYEQUE,SAÑA,CHICLAYO,140115,27
2020,9,Dengue,LAMBAYEQUE,ILLIMO,LAMBAYEQUE,140303,31
2020,21,Dengue,LAMBAYEQUE,PUCALA,CHICLAYO,140119,20
2021,47,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,48,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,48,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,49,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,49,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,50,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,50,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,51,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,51,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,52,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,52,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,53,Dengue,ICA,SAN JOSE DE LOS MOLINOS,ICA,110109,
2021,53,Dengue,ICA,GROCIO PRADO,CHINCHA,110206,
2021,50,Dengue,TUMBES,TUMBES,TUMBES,240101,
2021,51,Dengue,TUMBES,TUMBES,TUMBES,240101,
2021,52,Dengue,TUMBES,TUMBES,TUMBES,240101,
2021,53,Dengue,TUMBES,TUMBES,TUMBES,240101,
2021,41,Dengue,AMAZONAS,EL PARCO,BAGUA,10204,
2021,41,Dengue,AMAZONAS,COPALLIN,BAGUA,10203,
2021,41,Dengue,AMAZONAS,BAGUA GRANDE,UTCUBAMBA,10701,
2021,42,Dengue,AMAZONAS,EL PARCO,BAGUA,10204,
2021,42,Dengue,AMAZONAS,COPALLIN,BAGUA,10203,
2020,8,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,9,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,10,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,11,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,12,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,13,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,14,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,15,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
2020,16,Dengue,CUSCO,MEGANTONI,LA CONVENCION,80914,0
