,idx,travel_time_best_guess,travel_time_pessimistic,travel_time_optimistic,travel_distance_best_guess,travel_distance_pessimistic,travel_distance_optimistic
1143,1143.0,2979.0,2979.0,2979.0,27.1,27.1,27.1
1144,1144.0,1989.0,1989.0,1989.0,12.8,12.8,12.8
1145,1145.0,2471.0,2471.0,2471.0,17.9,17.9,17.9
1146,1146.0,2776.0,2776.0,2776.0,18.2,18.2,18.2
1147,1147.0,,1520.0,1520.0,,9.7,9.7
1148,1148.0,2691.0,2691.0,2691.0,19.1,19.1,19.1
1149,1149.0,3000.0,3000.0,3000.0,19.8,19.8,19.8
1150,1150.0,2016.0,2016.0,2016.0,13.1,13.1,13.1
1151,1151.0,1160.0,1160.0,1160.0,7.1,7.1,7.1
1152,1152.0,0.0,0.0,0.0,1.0,1.0,1.0
1153,1153.0,2171.0,,2171.0,14.5,,14.5
1154,1154.0,959.0,959.0,959.0,6.3,6.3,6.3
1155,1155.0,2445.0,2445.0,2445.0,15.9,15.9,15.9
1156,1156.0,2166.0,2166.0,2166.0,14.5,14.5,14.5
1157,1157.0,,,,,,
1158,1158.0,192.0,192.0,192.0,1.3,1.3,1.3
1159,1159.0,1917.0,1917.0,1917.0,12.1,12.1,12.1
1160,1160.0,,,,,,
1161,1161.0,0.0,0.0,0.0,1.0,1.0,1.0
1162,1162.0,192.0,192.0,192.0,1.3,1.3,1.3
1163,1163.0,0.0,0.0,0.0,1.0,1.0,1.0
1164,1164.0,,,,,,
1165,1165.0,,,,,,
1166,1166.0,,,,,,
1167,1167.0,,,,,,
1168,1168.0,,,,,,
1169,1169.0,,,,,,
1170,1170.0,,,,,,
1171,1171.0,4599.0,4599.0,4599.0,33.3,33.3,33.3
1172,1172.0,1410.0,1410.0,1410.0,9.9,9.9,9.9
1173,1173.0,1251.0,1251.0,1251.0,9.2,9.2,9.2
1174,1174.0,2795.0,2795.0,2795.0,18.0,18.0,18.0
1175,1175.0,2223.0,2223.0,2223.0,15.6,15.6,15.6
1176,1176.0,3943.0,3943.0,,27.6,27.6,
1177,1177.0,1818.0,1818.0,1818.0,13.4,13.4,13.4
1178,1178.0,874.0,874.0,874.0,6.6,6.6,6.6
1179,1179.0,63.0,63.0,63.0,0.6,0.6,0.6
1180,1180.0,4919.0,4919.0,4919.0,35.7,35.7,35.7
1181,1181.0,3827.0,3827.0,3827.0,30.0,30.0,30.0
1182,1182.0,810.0,810.0,810.0,6.2,6.2,6.2
1183,1183.0,4919.0,4919.0,4919.0,35.7,35.7,35.7
1184,1184.0,1410.0,1410.0,1410.0,9.9,9.9,9.9
1185,1185.0,4597.0,4597.0,4597.0,33.3,33.3,33.3
1186,1186.0,1841.0,1841.0,1841.0,13.6,13.6,13.6
1187,1187.0,1477.0,1477.0,1477.0,9.5,9.5,9.5
1188,1188.0,2694.0,2694.0,2694.0,16.4,16.4,16.4
1189,1189.0,961.0,961.0,961.0,5.9,5.9,5.9
1190,1190.0,2569.0,2569.0,2569.0,15.6,15.6,15.6
1191,1191.0,,,,,,
