,id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo,ind,CCDD,NOMBDEP,CCPP,NOMBPROV,CCDI,NOMBDIST,CAPITAL,UBIGEO,IDPROV,CODIGO,CNT_CCPP,DESCRIPCIO,Centroid_Latitude,Centroid_Longitude,distancia,travel_time_best_guess,travel_distance_best_guess,travel_time_pessimistic,travel_distance_pessimistic,travel_time_optimistic,travel_distance_optimistic
19,18468,6757,I-1,CANDEN,CAJAMARCA,CELENDIN,OTROS LOCALIDAD CANDEN DISTRITO CORTEGANA PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.30410337,-6.45880937,581,1,6,CAJAMARCA,3,CELENDIN,3,CORTEGANA,CHIMUCH (CORTEGANA),60303,603,60303,61,CORTEGANA,-6.487693638144822,-78.28551672740241,0.03434769612816521,,,,,,
20,25093,4471,I-1,SANTA ROSA DE HUASMIN,CAJAMARCA,CELENDIN,OTROS CASERIO SANTA ROSA S/N S/N CASERIO SANTA ROSA S/N HUASMIN CELENDIN CAJAMARCA,-78.31676744,-6.84836433,582,1,6,CAJAMARCA,3,CELENDIN,4,HUASMIN,HUASMIN,60304,603,60304,83,HUASMIN,-6.828301323385775,-78.32562772354204,0.021932370114688696,402.0,2397.0,402.0,2397.0,402.0,2397.0
21,5395,4487,I-1,JORGE CHAVEZ,CAJAMARCA,CELENDIN,JIRÓN JR. EL COMERCIO S/N NÚMERO S/N DISTRITO JORGE CHAVEZ PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.09407559,-6.94080369,583,1,6,CAJAMARCA,3,CELENDIN,5,JORGE CHAVEZ,LUCMAPAMPA,60305,603,60305,17,JORGE CHAVEZ,-6.93951656771669,-78.06949244345488,0.024616819003099012,734.0,5212.0,734.0,5212.0,734.0,5212.0
22,21961,4488,I-2,JOSE GALVEZ,CAJAMARCA,CELENDIN,JIRÓN JR. EL RECUERDO N° 105 DISTRITO JOSE GALVEZ PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.13082021,-6.9295306,584,1,6,CAJAMARCA,3,CELENDIN,6,JOSE GALVEZ,HUACAPAMPA,60306,603,60306,24,JOSE GALVEZ,-6.919895067629336,-78.15877251548687,0.029566448317270486,1309.0,9759.0,1309.0,9759.0,1309.0,9759.0
23,2481,4478,I-3,MIGUEL IGLESIAS,CAJAMARCA,CELENDIN,JIRÓN JR. SAN ISIDRO S/N NÚMERO S/N DISTRITO MIGUEL IGLESIAS PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.23179707,-6.64978414,585,1,6,CAJAMARCA,3,CELENDIN,7,MIGUEL IGLESIAS,CHALAN,60307,603,60307,25,MIGUEL IGLESIAS,-6.651037215226543,-78.26533736172955,0.03356369119788179,2593.0,19722.0,2593.0,19722.0,2593.0,19722.0
24,1068,9049,I-1,LA QUINUA,CAJAMARCA,CELENDIN,OTROS COMUNIDAD LA QUINUA DISTRITO OXAMARCA PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.05464005,-7.07242673,586,1,6,CAJAMARCA,3,CELENDIN,8,OXAMARCA,OXAMARCA,60308,603,60308,62,OXAMARCA,-7.059288980121174,-78.06133279004958,0.014744261298883439,1574.0,10348.0,1574.0,10348.0,1574.0,10348.0
25,17649,4594,I-1,LA CHORRERA,CAJAMARCA,CELENDIN,OTROS LOCALIDAD LA CHORRERA LOCALIDAD LA CHORRERA SOROCHUCO CELENDIN CAJAMARCA,-78.31506737,-6.95005723,587,1,6,CAJAMARCA,3,CELENDIN,9,SOROCHUCO,SOROCHUCO,60309,603,60309,80,SOROCHUCO,-6.934214997604489,-78.29718227998802,0.023892525442274673,814.0,3389.0,814.0,3389.0,814.0,3389.0
26,25289,4485,I-1,CALCONGA,CAJAMARCA,CELENDIN,OTROS LOCALIDAD CALCONGA DISTRITO SUCRE PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.15580885,-7.00941955,588,1,6,CAJAMARCA,3,CELENDIN,10,SUCRE,SUCRE,60310,603,60310,38,SUCRE,-7.018749889169237,-78.1713049795272,0.018088263027084318,2277.0,13605.0,2277.0,13605.0,2277.0,13605.0
27,22302,4468,I-1,UTCO LIMON,CAJAMARCA,CELENDIN,OTROS CASERIO UTCO S/N NÚMERO S/N DISTRITO UTCO PROVINCIA CELENDIN DEPARTAMENTO CAJAMARCA,-78.09005808,-6.87100658,589,1,6,CAJAMARCA,3,CELENDIN,11,UTCO,UTCO,60311,603,60311,31,UTCO,-6.881324985969411,-78.05760981421811,0.03404936789430978,1306.0,10695.0,1306.0,10695.0,1306.0,10695.0
28,8144,4481,I-2,LA LIBERTAD DE PALLAN,CAJAMARCA,CELENDIN,JIRÓN JR. MIGUEL IGLESIAS CUADRA 5 JR. MIGUEL IGLESIAS CUADRA 5 LA LIBERTAD DE PALLAN CELENDIN CAJAMARCA,-78.28244339,-6.72624062,590,1,6,CAJAMARCA,3,CELENDIN,12,LA LIBERTAD DE PALLAN,LA LIBERTAD DE PALLAN,60312,603,60312,35,LA LIBERTAD DE PALLAN,-6.708803299227402,-78.28608939873769,0.017814419312505943,499.0,2523.0,499.0,2523.0,499.0,2523.0
29,14958,26145,I-3,POLICLINICO DE ESPECIALIDADES MEDICAS SAN FERNANDO,CAJAMARCA,NO PERTENECE A NINGUNA RED,PASAJE JUAN XXIII 244   246 FRENTE A CAPILLA SANTA ROSA CHOTA CHOTA CAJAMARCA,-78.64573428,-6.56052723,591,1,6,CAJAMARCA,4,CHOTA,1,CHOTA,CHOTA,60401,604,60401,107,CHOTA,-6.559978310714595,-78.64275186422964,0.0030325098860829744,147.0,446.0,147.0,446.0,147.0,446.0
30,20300,4750,I-2,ANGUIA,CAJAMARCA,CHOTA,OTROS DISTRITO DE ANGUIA DISTRITO DE ANGUIA ANGUIA CHOTA CAJAMARCA,-78.60617513,-6.34102702,592,1,6,CAJAMARCA,4,CHOTA,2,ANGUIA,ANGUIA,60402,604,60402,17,ANGUIA,-6.337966578285939,-78.57580091635643,0.030528006124709885,537.0,3378.0,537.0,3378.0,537.0,3378.0
31,9885,4737,I-1,LA UNION,CAJAMARCA,CHOTA,OTROS COMUNIDAD LA UNIÓN DISTRITO CHADIN PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.40786,-6.45139,593,1,6,CAJAMARCA,4,CHOTA,3,CHADIN,CHADIN,60403,604,60403,23,CHADIN,-6.439864212778357,-78.41279275671727,0.012536979696495268,519.0,2883.0,519.0,2883.0,519.0,2883.0
32,21965,4758,I-2,TUGUZA,CAJAMARCA,CHOTA,OTROS COMUNIDAD TUGUSA COMUNIDAD TUGUSA CHIGUIRIP CHOTA CAJAMARCA,-78.70047135,-6.43306323,594,1,6,CAJAMARCA,4,CHOTA,4,CHIGUIRIP,CHIGUIRIP,60404,604,60404,18,CHIGUIRIP,-6.42507988722172,-78.70803618399547,0.01099820327574421,450.0,2553.0,450.0,2553.0,450.0,2553.0
33,15624,4702,I-1,SAN JOSE DE CHIMBAN,CAJAMARCA,CHOTA,OTROS COMUNIDAD SAN JOSE DE CHIMBAN COMUNIDAD SAN JOSE DE CHIMBAN CHIMBAN CHOTA CAJAMARCA,-78.48150874,-6.29336733,595,1,6,CAJAMARCA,4,CHOTA,5,CHIMBAN,CHIMBAN,60405,604,60405,28,CHIMBAN,-6.28458920942883,-78.44814198981383,0.034502107453714716,1833.0,10128.0,1833.0,10128.0,1833.0,10128.0
34,9368,4740,I-1,MANGALPA,CAJAMARCA,CHOTA,OTROS COMUNIDAD MANGALPA DISTRITO CHOROPAMPA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.35963,-6.37859,596,1,6,CAJAMARCA,4,CHOTA,6,CHOROPAMPA,CHOROPAMPA,60406,604,60406,22,CHOROPAMPA,-6.370062989700249,-78.36904304935265,0.012701000069587472,28.0,279.0,28.0,279.0,28.0,279.0
35,22918,4698,I-1,SEGUES,CAJAMARCA,CHOTA,OTROS COMUNIDAD SEGUES COMUNIDAD SEGUES COCHABAMBA CHOTA CAJAMARCA,-78.82662,-6.47196,597,1,6,CAJAMARCA,4,CHOTA,7,COCHABAMBA,COCHABAMBA,60407,604,60407,35,COCHABAMBA,-6.483027838660707,-78.85225970740323,0.027926540214331018,715.0,4438.0,715.0,4438.0,715.0,4438.0
36,14323,4760,I-2,CHETILLA,CAJAMARCA,CHOTA,OTROS COMUNIDAD CHETILLA DISTRITO CONCHAN PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.59686376,-6.47654758,598,1,6,CAJAMARCA,4,CHOTA,8,CONCHAN,CONCHAN,60408,604,60408,40,CONCHAN,-6.470609104117881,-78.60245166146207,0.00815414854857638,1985.0,12299.0,1985.0,12299.0,1985.0,12299.0
37,7779,4704,I-3,HUAMBOS,CAJAMARCA,CHOTA,OTROS DISTRITO HUAMBOS DISTRITO HUAMBOS HUAMBOS CHOTA CAJAMARCA,-78.96331205,-6.45221694,599,1,6,CAJAMARCA,4,CHOTA,9,HUAMBOS,HUAMBOS,60409,604,60409,57,HUAMBOS,-6.443692593489247,-78.97040145793493,0.011087118124345758,189.0,1069.0,189.0,1069.0,189.0,1069.0
38,10767,4685,I-1,LA SINRRA,CAJAMARCA,CHOTA,OTROS COMUNIDAD LA SINRRA DISTRITO LAJAS PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.73645,-6.57357,600,1,6,CAJAMARCA,4,CHOTA,10,LAJAS,LAJAS,60410,604,60410,41,LAJAS,-6.574491015719826,-78.72756806509733,0.008929559763589858,887.0,4865.0,887.0,4865.0,887.0,4865.0
39,13902,4766,I-1,MAICHIL,CAJAMARCA,CHOTA,OTROS COMUNIDAD MAICHIL DISTRITO LLAMA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-79.18481411,-6.51372806,601,1,6,CAJAMARCA,4,CHOTA,11,LLAMA,LLAMA,60411,604,60411,86,LLAMA,-6.539008709903909,-79.17288948460461,0.027951886347516847,4248.0,36514.0,4248.0,36514.0,4248.0,36514.0
40,9203,4771,I-2,MIRACOSTA,CAJAMARCA,CHOTA,OTROS DISTRITO MIRACOSTA DISTRITO MIRACOSTA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-79.28471454,-6.40375901,602,1,6,CAJAMARCA,4,CHOTA,12,MIRACOSTA,MIRACOSTA,60412,604,60412,43,MIRACOSTA,-6.357816689554456,-79.30263128468026,0.04931233667003431,939.0,6477.0,939.0,6477.0,939.0,6477.0
41,25099,4732,I-1,UÑIGAN,CAJAMARCA,CHOTA,OTROS COMUNIDAD UÑIGAN DISTRITO PACCHA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.38988366,-6.5522287,603,1,6,CAJAMARCA,4,CHOTA,13,PACCHA,PACCHA,60413,604,60413,21,PACCHA,-6.533926043191311,-78.39807832082403,0.02005342146062741,532.0,3441.0,532.0,3441.0,532.0,3441.0
42,9251,4692,I-2,PION,CAJAMARCA,CHOTA,OTROS COMUNIDAD PION COMUNIDAD PION PION CHOTA CAJAMARCA,-78.481833,-6.178873,604,1,6,CAJAMARCA,4,CHOTA,14,PION,PION,60414,604,60414,14,PION,-6.18419525009336,-78.47818241083328,0.006453924954659194,158.0,770.0,158.0,770.0,158.0,770.0
43,26864,11327,I-1,PARAGUAY,CAJAMARCA,CHOTA,OTROS CENTRO POBLADO PARAGUAY CENTRO POBLADO PARAGUAY QUEROCOTO CHOTA CAJAMARCA,-79.07915777,-6.36131899,605,1,6,CAJAMARCA,4,CHOTA,15,QUEROCOTO,QUEROCOTO,60415,604,60415,53,QUEROCOTO,-6.352218191989084,-79.09294326718505,0.016518609417097964,824.0,5438.0,824.0,5438.0,824.0,5438.0
44,6846,6819,I-1,LAS PAMPAS,CAJAMARCA,CHOTA,OTROS COMUNIDAD LAS PAMPAS DISTRITO SAN JUAN DE LICUPIS PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-79.25237124,-6.51230518,606,1,6,CAJAMARCA,4,CHOTA,16,SAN JUAN DE LICUPIS,LICUPIS,60416,604,60416,31,SAN JUAN DE LICUPIS,-6.484356711582533,-79.24551380101464,0.028777445270908447,731.0,4409.0,731.0,4409.0,731.0,4409.0
45,9252,4749,I-1,NUNGO,CAJAMARCA,CHOTA,OTROS COMUNIDAD NUNGO COMUNIDAD NUNGO TACABAMBA CHOTA CAJAMARCA,-78.54632,-6.39887,607,1,6,CAJAMARCA,4,CHOTA,17,TACABAMBA,TACABAMBA,60417,604,60417,71,TACABAMBA,-6.398356573617845,-78.5557038806839,0.009397915904047115,300.0,1693.0,300.0,1693.0,300.0,1693.0
46,21966,4781,I-3,TOCMOCHE,CAJAMARCA,CHOTA,OTROS DISTRITO TOCMOCHE DISTRITO TOCMOCHE TOCMOCHE CHOTA CAJAMARCA,-79.36030984,-6.41197944,608,1,6,CAJAMARCA,4,CHOTA,18,TOCMOCHE,TOCMOCHE,60418,604,60418,35,TOCMOCHE,-6.456833769681386,-79.37598617970025,0.047514824187447964,2913.0,17889.0,2913.0,17889.0,2913.0,17889.0
47,27251,4728,I-2,MASINTRANCA,CAJAMARCA,CHOTA,OTROS COMUNIDAD MASINTRANCA DISTRITO CHALAMARCA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA,-78.50506968,-6.52640318,609,1,6,CAJAMARCA,4,CHOTA,19,CHALAMARCA,CHALAMARCA,60419,604,60419,47,CHALAMARCA,-6.517607398542453,-78.49523805940689,0.013191911724081278,1452.0,10152.0,1452.0,10152.0,1452.0,10152.0
48,1451,10276,I-2,POSTA MEDICA ESSALUD CONTUMAZA,CAJAMARCA,NO PERTENECE A NINGUNA RED,JIRÓN JR. JOSE PARDO Nº 616 DISTRITO CONTUMAZA PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.80451335,-7.365567,610,1,6,CAJAMARCA,5,CONTUMAZA,1,CONTUMAZA,CONTUMAZA,60501,605,60501,119,CONTUMAZA,-7.334746134440747,-78.7367953933113,0.07440193150660603,1458.0,10904.0,1458.0,10904.0,1458.0,10904.0
49,21588,4538,I-4,DE APOYO CHILETE,CAJAMARCA,CONTUMAZA,JIRÓN JR. VICTOR RAUL HAYA DE LA TORRE 323 DISTRITO CHILETE PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.840105,-7.22042167,611,1,6,CAJAMARCA,5,CONTUMAZA,2,CHILETE,CHILETE,60502,605,60502,39,CHILETE,-7.256344097369151,-78.82166177374316,0.040380358874739286,834.0,6271.0,834.0,6271.0,834.0,6271.0
50,9248,4590,I-1,TRINIDAD,CAJAMARCA,CONTUMAZA,JIRÓN JR. CAJAMARCA Nº 131 DISTRITO CUPISNIQUE PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-79.0265153,-7.34802389,612,1,6,CAJAMARCA,5,CONTUMAZA,3,CUPISNIQUE,TRINIDAD,60503,605,60503,52,CUPISNIQUE,-7.373463162233786,-79.06656543590603,0.047446495738631723,1127.0,8941.0,1127.0,8941.0,1127.0,8941.0
51,5348,4554,I-2,TOTORILLAS,CAJAMARCA,CONTUMAZA,OTROS CASERIO DE TOTORILLAS DISTRITO GUZMANGO PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.93001098,-7.3534676,613,1,6,CAJAMARCA,5,CONTUMAZA,4,GUZMANGO,GUZMANGO,60504,605,60504,50,GUZMANGO,-7.364304037451185,-78.9176888857091,0.01640921644526284,201.0,1338.0,201.0,1338.0,201.0,1338.0
52,18118,4555,I-2,SAN BENITO,CAJAMARCA,CONTUMAZA,AVENIDA AV. ANDREZ ABELINO CACERES N° 151 DISTRITO SAN BENITO PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.92762956,-7.42775777,614,1,6,CAJAMARCA,5,CONTUMAZA,5,SAN BENITO,SAN BENITO,60505,605,60505,69,SAN BENITO,-7.502785547355022,-78.96231940728968,0.0826592576776267,1358.0,12216.0,1358.0,12216.0,1358.0,12216.0
53,3297,4549,I-2,SANTA CRUZ DE TOLEDO,CAJAMARCA,CONTUMAZA,JIRÓN JR.RICARDO PALMA S/N NÚMERO S/N DISTRITO SANTA CRUZ DE TOLED PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.83687594,-7.3452637,615,1,6,CAJAMARCA,5,CONTUMAZA,6,SANTA CRUZ DE TOLED,SANTA CRUZ DE TOLED,60506,605,60506,82,SANTA CRUZ DE TOLED,-7.327661926670727,-78.86339781991325,0.031831313803671615,3357.0,27523.0,3357.0,27523.0,3357.0,27523.0
54,7594,4544,I-2,CATÁN - TANTARICA,CAJAMARCA,CONTUMAZA,JIRÓN JR. RESTAURACION S/N NÚMERO S/N DISTRITO TANTARICA PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-78.93257437,-7.2999141,616,1,6,CAJAMARCA,5,CONTUMAZA,7,TANTARICA,CATAN,60507,605,60507,36,TANTARICA,-7.275309367839426,-78.94985074914202,0.030064366298865216,0.0,0.0,0.0,0.0,0.0,0.0
55,27812,10274,I-2,POSTA MEDICA TEMBLADERA,CAJAMARCA,NO PERTENECE A NINGUNA RED,JIRÓN JR. CAJAMARCA Nº 211 DISTRITO YONAN PROVINCIA CONTUMAZA DEPARTAMENTO CAJAMARCA,-79.1325135,-7.2536261,617,1,6,CAJAMARCA,5,CONTUMAZA,8,YONAN,TEMBLADERA,60508,605,60508,32,YONAN,-7.277622253053686,-79.16912177287334,0.04377192027024449,172.0,945.0,172.0,945.0,172.0,945.0
56,7630,6850,I-1,CONDAY,CAJAMARCA,CUTERVO,OTROS LOCALIDAD CONDAY LOCALIDAD CONDAY CUTERVO CUTERVO CAJAMARCA,-78.83738,-6.38125,618,1,6,CAJAMARCA,6,CUTERVO,1,CUTERVO,CUTERVO,60601,606,60601,141,CUTERVO,-6.380199143880152,-78.83300549536361,0.004498954256091237,49.0,366.0,49.0,366.0,49.0,366.0
57,8178,6830,I-1,FILADELFIA,CAJAMARCA,CUTERVO,OTROS COMUNIDAD DE FILADELFIA COMUNIDAD DE FILADELFIA CALLAYUC CUTERVO CAJAMARCA,-78.91688993,-6.13276821,619,1,6,CAJAMARCA,6,CUTERVO,2,CALLAYUC,CALLAYUC,60602,606,60602,69,CALLAYUC,-6.12740892029638,-78.93095194829469,0.015048665876005457,0.0,3.0,0.0,3.0,0.0,3.0
